 MUN,AÑO,SEXO,NOM_ENT,EDAD_QUIN,PORCENTAJE
"Benito Juárez","2027","Mujeres","Ciudad de México","60 a 64 años","0.19282204110846"
"Benito Juárez","2027","Mujeres","Ciudad de México","65 y más","0.597328903981118"
"Benito Juárez","2028","Mujeres","Ciudad de México","Hasta 4 años","0.0815320744488411"
"Benito Juárez","2028","Mujeres","Ciudad de México","5 a 9 años","0.0775273076450546"
"Benito Juárez","2028","Mujeres","Ciudad de México","10 a 14 años","0.0801179618768826"
"Benito Juárez","2028","Mujeres","Ciudad de México","15 a 19 años","0.0980489092893168"
"Benito Juárez","2028","Mujeres","Ciudad de México","20 a 24 años","0.135981064919532"
"Benito Juárez","2028","Mujeres","Ciudad de México","25 a 29 años","0.183823321454034"
"Benito Juárez","2028","Mujeres","Ciudad de México","30 a 34 años","0.220047229097323"
"Benito Juárez","2028","Mujeres","Ciudad de México","35 a 39 años","0.220646812827834"
"Benito Juárez","2028","Mujeres","Ciudad de México","40 a 44 años","0.203801903870664"
"Benito Juárez","2028","Mujeres","Ciudad de México","45 a 49 años","0.199514314552485"
"Benito Juárez","2028","Mujeres","Ciudad de México","50 a 54 años","0.206019232383495"
"Benito Juárez","2028","Mujeres","Ciudad de México","55 a 59 años","0.207976364183085"
"Benito Juárez","2028","Mujeres","Ciudad de México","60 a 64 años","0.196188321783239"
"Benito Juárez","2028","Mujeres","Ciudad de México","65 y más","0.617910629443"
"Benito Juárez","2029","Mujeres","Ciudad de México","Hasta 4 años","0.0790801766263977"
"Benito Juárez","2029","Mujeres","Ciudad de México","5 a 9 años","0.0759124279862304"
"Benito Juárez","2029","Mujeres","Ciudad de México","10 a 14 años","0.079000699061949"
"Benito Juárez","2029","Mujeres","Ciudad de México","15 a 19 años","0.0963722238628662"
"Benito Juárez","2029","Mujeres","Ciudad de México","20 a 24 años","0.132965965322576"
"Benito Juárez","2029","Mujeres","Ciudad de México","25 a 29 años","0.179221907831685"
"Benito Juárez","2029","Mujeres","Ciudad de México","30 a 34 años","0.214839210642455"
"Benito Juárez","2029","Mujeres","Ciudad de México","35 a 39 años","0.219233184562687"
"Benito Juárez","2029","Mujeres","Ciudad de México","40 a 44 años","0.204688790268585"
"Benito Juárez","2029","Mujeres","Ciudad de México","45 a 49 años","0.200169923032791"
"Benito Juárez","2029","Mujeres","Ciudad de México","50 a 54 años","0.205608459228634"
"Benito Juárez","2029","Mujeres","Ciudad de México","55 a 59 años","0.210479298535558"
"Benito Juárez","2029","Mujeres","Ciudad de México","60 a 64 años","0.199715765521656"
"Benito Juárez","2029","Mujeres","Ciudad de México","65 y más","0.638965556353737"
"Benito Juárez","2030","Mujeres","Ciudad de México","Hasta 4 años","0.0762302500051291"
"Benito Juárez","2030","Mujeres","Ciudad de México","5 a 9 años","0.0740760159664076"
"Benito Juárez","2030","Mujeres","Ciudad de México","10 a 14 años","0.0780197460055486"
"Benito Juárez","2030","Mujeres","Ciudad de México","15 a 19 años","0.0946267248119889"
"Benito Juárez","2030","Mujeres","Ciudad de México","20 a 24 años","0.129584586170501"
"Benito Juárez","2030","Mujeres","Ciudad de México","25 a 29 años","0.173786277187231"
"Benito Juárez","2030","Mujeres","Ciudad de México","30 a 34 años","0.209051886265561"
"Benito Juárez","2030","Mujeres","Ciudad de México","35 a 39 años","0.217076123108206"
"Benito Juárez","2030","Mujeres","Ciudad de México","40 a 44 años","0.205495690392116"
"Benito Juárez","2030","Mujeres","Ciudad de México","45 a 49 años","0.200993455231825"
"Benito Juárez","2030","Mujeres","Ciudad de México","50 a 54 años","0.205051165907936"
"Benito Juárez","2030","Mujeres","Ciudad de México","55 a 59 años","0.212471305374643"
"Benito Juárez","2030","Mujeres","Ciudad de México","60 a 64 años","0.203398446671879"
"Benito Juárez","2030","Mujeres","Ciudad de México","65 y más","0.660494995110231"
"Coyoacán","2015","Hombres","Ciudad de México","Hasta 4 años","0.180698539111536"
"Coyoacán","2015","Hombres","Ciudad de México","5 a 9 años","0.199266255085976"
"Coyoacán","2015","Hombres","Ciudad de México","10 a 14 años","0.219015151565329"
"Coyoacán","2015","Hombres","Ciudad de México","15 a 19 años","0.249151813045841"
"Coyoacán","2015","Hombres","Ciudad de México","20 a 24 años","0.284388524930746"
"Coyoacán","2015","Hombres","Ciudad de México","25 a 29 años","0.283880727704335"
"Coyoacán","2015","Hombres","Ciudad de México","30 a 34 años","0.257972030087206"
"Coyoacán","2015","Hombres","Ciudad de México","35 a 39 años","0.239757564357227"
"Coyoacán","2015","Hombres","Ciudad de México","40 a 44 años","0.238024430345344"
"Coyoacán","2015","Hombres","Ciudad de México","45 a 49 años","0.228111345360179"
"Coyoacán","2015","Hombres","Ciudad de México","50 a 54 años","0.216443048222853"
"Coyoacán","2015","Hombres","Ciudad de México","55 a 59 años","0.195954534044161"
"Coyoacán","2015","Hombres","Ciudad de México","60 a 64 años","0.161843807313472"
"Coyoacán","2015","Hombres","Ciudad de México","65 y más","0.329858454834859"
"Coyoacán","2016","Hombres","Ciudad de México","Hasta 4 años","0.17425466562256"
"Coyoacán","2016","Hombres","Ciudad de México","5 a 9 años","0.193284949508449"
"Coyoacán","2016","Hombres","Ciudad de México","10 a 14 años","0.213883602698921"
"Coyoacán","2016","Hombres","Ciudad de México","15 a 19 años","0.242942614250734"
"Coyoacán","2016","Hombres","Ciudad de México","20 a 24 años","0.278959883984851"
"Coyoacán","2016","Hombres","Ciudad de México","25 a 29 años","0.282991255788884"
"Coyoacán","2016","Hombres","Ciudad de México","30 a 34 años","0.258438544774182"
"Coyoacán","2016","Hombres","Ciudad de México","35 a 39 años","0.23737600770489"
"Coyoacán","2016","Hombres","Ciudad de México","40 a 44 años","0.235520472189609"
"Coyoacán","2016","Hombres","Ciudad de México","45 a 49 años","0.227877433043332"
"Coyoacán","2016","Hombres","Ciudad de México","50 a 54 años","0.216876758202737"
"Coyoacán","2016","Hombres","Ciudad de México","55 a 59 años","0.19955842672678"
"Coyoacán","2016","Hombres","Ciudad de México","60 a 64 años","0.167738201610561"
"Coyoacán","2016","Hombres","Ciudad de México","65 y más","0.342688693051351"
"Coyoacán","2017","Hombres","Ciudad de México","Hasta 4 años","0.169122052768644"
"Coyoacán","2017","Hombres","Ciudad de México","5 a 9 años","0.187864277121468"
"Coyoacán","2017","Hombres","Ciudad de México","10 a 14 años","0.208882974479412"
"Coyoacán","2017","Hombres","Ciudad de México","15 a 19 años","0.237283632844245"
"Coyoacán","2017","Hombres","Ciudad de México","20 a 24 años","0.272546862743928"
"Coyoacán","2017","Hombres","Ciudad de México","25 a 29 años","0.281365432928806"
"Coyoacán","2017","Hombres","Ciudad de México","30 a 34 años","0.259120092349658"
"Coyoacán","2017","Hombres","Ciudad de México","35 a 39 años","0.236598480774743"
"Coyoacán","2017","Hombres","Ciudad de México","40 a 44 años","0.233239025466218"
"Coyoacán","2017","Hombres","Ciudad de México","45 a 49 años","0.228111435784785"
"Coyoacán","2017","Hombres","Ciudad de México","50 a 54 años","0.217292663590555"
"Coyoacán","2017","Hombres","Ciudad de México","55 a 59 años","0.202285623100499"
"Coyoacán","2017","Hombres","Ciudad de México","60 a 64 años","0.172801982432259"
"Coyoacán","2017","Hombres","Ciudad de México","65 y más","0.355129788798559"
"Coyoacán","2018","Hombres","Ciudad de México","Hasta 4 años","0.16460955416725"
"Coyoacán","2018","Hombres","Ciudad de México","5 a 9 años","0.182571384172465"
"Coyoacán","2018","Hombres","Ciudad de México","10 a 14 años","0.20398400910479"
"Coyoacán","2018","Hombres","Ciudad de México","15 a 19 años","0.232220802210278"
"Coyoacán","2018","Hombres","Ciudad de México","20 a 24 años","0.265877112989754"
"Coyoacán","2018","Hombres","Ciudad de México","25 a 29 años","0.279138340930797"
"Coyoacán","2018","Hombres","Ciudad de México","30 a 34 años","0.259782920666556"
"Coyoacán","2018","Hombres","Ciudad de México","35 a 39 años","0.236788681392639"
"Coyoacán","2018","Hombres","Ciudad de México","40 a 44 años","0.230827211951253"
"Coyoacán","2018","Hombres","Ciudad de México","45 a 49 años","0.228228055515769"
"Coyoacán","2018","Hombres","Ciudad de México","50 a 54 años","0.217853550254137"
"Coyoacán","2018","Hombres","Ciudad de México","55 a 59 años","0.204647623513849"
"Coyoacán","2018","Hombres","Ciudad de México","60 a 64 años","0.177760179706782"
"Coyoacán","2018","Hombres","Ciudad de México","65 y más","0.368073731984943"
"Coyoacán","2019","Hombres","Ciudad de México","Hasta 4 años","0.160742527055889"
"Coyoacán","2019","Hombres","Ciudad de México","5 a 9 años","0.177362664350846"
"Coyoacán","2019","Hombres","Ciudad de México","10 a 14 años","0.199153757086673"
"Coyoacán","2019","Hombres","Ciudad de México","15 a 19 años","0.227710275463551"
"Coyoacán","2019","Hombres","Ciudad de México","20 a 24 años","0.259333934433835"
"Coyoacán","2019","Hombres","Ciudad de México","25 a 29 años","0.276230889471879"
"Coyoacán","2019","Hombres","Ciudad de México","30 a 34 años","0.260297260179779"
"Coyoacán","2019","Hombres","Ciudad de México","35 a 39 años","0.237775368602202"
"Coyoacán","2019","Hombres","Ciudad de México","40 a 44 años","0.228651455790047"
"Coyoacán","2019","Hombres","Ciudad de México","45 a 49 años","0.228097820303873"
"Coyoacán","2019","Hombres","Ciudad de México","50 a 54 años","0.218641726200013"
"Coyoacán","2019","Hombres","Ciudad de México","55 a 59 años","0.206683199698645"
"Coyoacán","2019","Hombres","Ciudad de México","60 a 64 años","0.182533619791716"
"Coyoacán","2019","Hombres","Ciudad de México","65 y más","0.381521286232536"
"Coyoacán","2020","Hombres","Ciudad de México","Hasta 4 años","0.157529207547253"
"Coyoacán","2020","Hombres","Ciudad de México","5 a 9 años","0.172232081426866"
"Coyoacán","2020","Hombres","Ciudad de México","10 a 14 años","0.194463802489177"
"Coyoacán","2020","Hombres","Ciudad de México","15 a 19 años","0.223547994183162"
"Coyoacán","2020","Hombres","Ciudad de México","20 a 24 años","0.253297474287989"
"Coyoacán","2020","Hombres","Ciudad de México","25 a 29 años","0.272579750062232"
"Coyoacán","2020","Hombres","Ciudad de México","30 a 34 años","0.260626734947434"
"Coyoacán","2020","Hombres","Ciudad de México","35 a 39 años","0.239337505800483"
"Coyoacán","2020","Hombres","Ciudad de México","40 a 44 años","0.227029670199903"
"Coyoacán","2020","Hombres","Ciudad de México","45 a 49 años","0.22761734162948"
"Coyoacán","2020","Hombres","Ciudad de México","50 a 54 años","0.219678233260096"
"Coyoacán","2020","Hombres","Ciudad de México","55 a 59 años","0.208512476098128"
"Coyoacán","2020","Hombres","Ciudad de México","60 a 64 años","0.187045836708286"
"Coyoacán","2020","Hombres","Ciudad de México","65 y más","0.395469607684968"
"Coyoacán","2021","Hombres","Ciudad de México","Hasta 4 años","0.154378799148407"
"Coyoacán","2021","Hombres","Ciudad de México","5 a 9 años","0.167795316369362"
"Coyoacán","2021","Hombres","Ciudad de México","10 a 14 años","0.18999698683682"
"Coyoacán","2021","Hombres","Ciudad de México","15 a 19 años","0.21952887366672"
"Coyoacán","2021","Hombres","Ciudad de México","20 a 24 años","0.247994547207537"
"Coyoacán","2021","Hombres","Ciudad de México","25 a 29 años","0.268141535815826"
"Coyoacán","2021","Hombres","Ciudad de México","30 a 34 años","0.260800213064956"
"Coyoacán","2021","Hombres","Ciudad de México","35 a 39 años","0.24123075665492"
"Coyoacán","2021","Hombres","Ciudad de México","40 a 44 años","0.226303770607765"
"Coyoacán","2021","Hombres","Ciudad de México","45 a 49 años","0.226714706979599"
"Coyoacán","2021","Hombres","Ciudad de México","50 a 54 años","0.220950491385496"
"Coyoacán","2021","Hombres","Ciudad de México","55 a 59 años","0.210232826552532"
"Coyoacán","2021","Hombres","Ciudad de México","60 a 64 años","0.191218689563893"
"Coyoacán","2021","Hombres","Ciudad de México","65 y más","0.409859052156378"
"Coyoacán","2022","Hombres","Ciudad de México","Hasta 4 años","0.151199974540363"
"Coyoacán","2022","Hombres","Ciudad de México","5 a 9 años","0.164252489269231"
"Coyoacán","2022","Hombres","Ciudad de México","10 a 14 años","0.185750748822659"
"Coyoacán","2022","Hombres","Ciudad de México","15 a 19 años","0.215661370810037"
"Coyoacán","2022","Hombres","Ciudad de México","20 a 24 años","0.243413264871243"
"Coyoacán","2022","Hombres","Ciudad de México","25 a 29 años","0.263108875331682"
"Coyoacán","2022","Hombres","Ciudad de México","30 a 34 años","0.260683088280622"
"Coyoacán","2022","Hombres","Ciudad de México","35 a 39 años","0.24331311769941"
"Coyoacán","2022","Hombres","Ciudad de México","40 a 44 años","0.226699814638712"
"Coyoacán","2022","Hombres","Ciudad de México","45 a 49 años","0.225486921113183"
"Coyoacán","2022","Hombres","Ciudad de México","50 a 54 años","0.222326721468683"
"Coyoacán","2022","Hombres","Ciudad de México","55 a 59 años","0.211933670525152"
"Coyoacán","2022","Hombres","Ciudad de México","60 a 64 años","0.194997671021882"
"Coyoacán","2022","Hombres","Ciudad de México","65 y más","0.424668518424965"
"Coyoacán","2023","Hombres","Ciudad de México","Hasta 4 años","0.148390453677579"
"Coyoacán","2023","Hombres","Ciudad de México","5 a 9 años","0.161236760330962"
"Coyoacán","2023","Hombres","Ciudad de México","10 a 14 años","0.181621351096921"
"Coyoacán","2023","Hombres","Ciudad de México","15 a 19 años","0.211941757165106"
"Coyoacán","2023","Hombres","Ciudad de México","20 a 24 años","0.239507790192157"
"Coyoacán","2023","Hombres","Ciudad de México","25 a 29 años","0.257885145543525"
"Coyoacán","2023","Hombres","Ciudad de México","30 a 34 años","0.26004849926814"
"Coyoacán","2023","Hombres","Ciudad de México","35 a 39 años","0.245451437280919"
"Coyoacán","2023","Hombres","Ciudad de México","40 a 44 años","0.228178061407576"
"Coyoacán","2023","Hombres","Ciudad de México","45 a 49 años","0.224275103656982"
"Coyoacán","2023","Hombres","Ciudad de México","50 a 54 años","0.223650630416887"
"Coyoacán","2023","Hombres","Ciudad de México","55 a 59 años","0.213748269038238"
"Coyoacán","2023","Hombres","Ciudad de México","60 a 64 años","0.198381766808757"
"Coyoacán","2023","Hombres","Ciudad de México","65 y más","0.439841035876211"
"Coyoacán","2024","Hombres","Ciudad de México","Hasta 4 años","0.145950496882246"
"Coyoacán","2024","Hombres","Ciudad de México","5 a 9 años","0.158749249959536"
"Coyoacán","2024","Hombres","Ciudad de México","10 a 14 años","0.177595274141466"
"Coyoacán","2024","Hombres","Ciudad de México","15 a 19 años","0.208356993328105"
"Coyoacán","2024","Hombres","Ciudad de México","20 a 24 años","0.236268335191854"
"Coyoacán","2024","Hombres","Ciudad de México","25 a 29 años","0.252834057515472"
"Coyoacán","2024","Hombres","Ciudad de México","30 a 34 años","0.258814260918398"
"Coyoacán","2024","Hombres","Ciudad de México","35 a 39 años","0.247524531129697"
"Coyoacán","2024","Hombres","Ciudad de México","40 a 44 años","0.230589936446646"
"Coyoacán","2024","Hombres","Ciudad de México","45 a 49 años","0.223436048263707"
"Coyoacán","2024","Hombres","Ciudad de México","50 a 54 años","0.224766224347722"
"Coyoacán","2024","Hombres","Ciudad de México","55 a 59 años","0.215723262566475"
"Coyoacán","2024","Hombres","Ciudad de México","60 a 64 años","0.201393130300025"
"Coyoacán","2024","Hombres","Ciudad de México","65 y más","0.455289093092653"
"Coyoacán","2025","Hombres","Ciudad de México","Hasta 4 años","0.14388063488591"
"Coyoacán","2025","Hombres","Ciudad de México","5 a 9 años","0.156813977513916"
"Coyoacán","2025","Hombres","Ciudad de México","10 a 14 años","0.173647496255046"
"Coyoacán","2025","Hombres","Ciudad de México","15 a 19 años","0.204994601394156"
"Coyoacán","2025","Hombres","Ciudad de México","20 a 24 años","0.23349502626679"
"Coyoacán","2025","Hombres","Ciudad de México","25 a 29 años","0.248333627340862"
"Coyoacán","2025","Hombres","Ciudad de México","30 a 34 años","0.256907290348162"
"Coyoacán","2025","Hombres","Ciudad de México","35 a 39 años","0.249487989811126"
"Coyoacán","2025","Hombres","Ciudad de México","40 a 44 años","0.233730381721892"
"Coyoacán","2025","Hombres","Ciudad de México","45 a 49 años","0.223296289879021"
"Coyoacán","2025","Hombres","Ciudad de México","50 a 54 años","0.225593807416925"
"Coyoacán","2025","Hombres","Ciudad de México","55 a 59 años","0.217883114411666"
"Coyoacán","2025","Hombres","Ciudad de México","60 a 64 años","0.20412042398949"
"Coyoacán","2025","Hombres","Ciudad de México","65 y más","0.470946265659824"
"Coyoacán","2026","Hombres","Ciudad de México","Hasta 4 años","0.14218197516952"
"Coyoacán","2026","Hombres","Ciudad de México","5 a 9 años","0.154860336275545"
"Coyoacán","2026","Hombres","Ciudad de México","10 a 14 años","0.170393576566792"
"Coyoacán","2026","Hombres","Ciudad de México","15 a 19 años","0.201965842831707"
"Coyoacán","2026","Hombres","Ciudad de México","20 a 24 años","0.231009180684517"
"Coyoacán","2026","Hombres","Ciudad de México","25 a 29 años","0.244609195700732"
"Coyoacán","2026","Hombres","Ciudad de México","30 a 34 años","0.25425284271223"
"Coyoacán","2026","Hombres","Ciudad de México","35 a 39 años","0.251375484163344"
"Coyoacán","2026","Hombres","Ciudad de México","40 a 44 años","0.237393319964856"
"Coyoacán","2026","Hombres","Ciudad de México","45 a 49 años","0.224231652540073"
"Coyoacán","2026","Hombres","Ciudad de México","50 a 54 años","0.226052480996789"
"Coyoacán","2026","Hombres","Ciudad de México","55 a 59 años","0.220174127398871"
"Coyoacán","2026","Hombres","Ciudad de México","60 a 64 años","0.206641550473646"
"Coyoacán","2026","Hombres","Ciudad de México","65 y más","0.486678223307526"
"Coyoacán","2027","Hombres","Ciudad de México","Hasta 4 años","0.140867651830727"
"Coyoacán","2027","Hombres","Ciudad de México","5 a 9 años","0.152785140864269"
"Coyoacán","2027","Hombres","Ciudad de México","10 a 14 años","0.168017428172042"
"Coyoacán","2027","Hombres","Ciudad de México","15 a 19 años","0.199259965647866"
"Coyoacán","2027","Hombres","Ciudad de México","20 a 24 años","0.228811279514389"
"Coyoacán","2027","Hombres","Ciudad de México","25 a 29 años","0.24167585376914"
"Coyoacán","2027","Hombres","Ciudad de México","30 a 34 años","0.251033957740606"
"Coyoacán","2027","Hombres","Ciudad de México","35 a 39 años","0.25301832677552"
"Coyoacán","2027","Hombres","Ciudad de México","40 a 44 años","0.241472906936024"
"Coyoacán","2027","Hombres","Ciudad de México","45 a 49 años","0.226522490229801"
"Coyoacán","2027","Hombres","Ciudad de México","50 a 54 años","0.226251894452313"
"Coyoacán","2027","Hombres","Ciudad de México","55 a 59 años","0.222508652863726"
"Coyoacán","2027","Hombres","Ciudad de México","60 a 64 años","0.209069062581813"
"Coyoacán","2027","Hombres","Ciudad de México","65 y más","0.502417435027135"
"Coyoacán","2028","Hombres","Ciudad de México","Hasta 4 años","0.139929267220441"
"Coyoacán","2028","Hombres","Ciudad de México","5 a 9 años","0.150959345281717"
"Coyoacán","2028","Hombres","Ciudad de México","10 a 14 años","0.166186509456567"
"Coyoacán","2028","Hombres","Ciudad de México","15 a 19 años","0.196833157116052"
"Coyoacán","2028","Hombres","Ciudad de México","20 a 24 años","0.22692547264733"
"Coyoacán","2028","Hombres","Ciudad de México","25 a 29 años","0.239494105186897"
"Coyoacán","2028","Hombres","Ciudad de México","30 a 34 años","0.247594141999076"
"Coyoacán","2028","Hombres","Ciudad de México","35 a 39 años","0.254200875935266"
"Coyoacán","2028","Hombres","Ciudad de México","40 a 44 años","0.245851955310423"
"Coyoacán","2028","Hombres","Ciudad de México","45 a 49 años","0.230160962211971"
"Coyoacán","2028","Hombres","Ciudad de México","50 a 54 años","0.226518208226606"
"Coyoacán","2028","Hombres","Ciudad de México","55 a 59 años","0.224662892532196"
"Coyoacán","2028","Hombres","Ciudad de México","60 a 64 años","0.211472050460967"
"Coyoacán","2028","Hombres","Ciudad de México","65 y más","0.518085594763304"
"Coyoacán","2029","Hombres","Ciudad de México","Hasta 4 años","0.139369586229581"
"Coyoacán","2029","Hombres","Ciudad de México","5 a 9 años","0.149395113287888"
"Coyoacán","2029","Hombres","Ciudad de México","10 a 14 años","0.164927300168708"
"Coyoacán","2029","Hombres","Ciudad de México","15 a 19 años","0.1946519092725"
"Coyoacán","2029","Hombres","Ciudad de México","20 a 24 años","0.225352957025232"
"Coyoacán","2029","Hombres","Ciudad de México","25 a 29 años","0.238069367337015"
"Coyoacán","2029","Hombres","Ciudad de México","30 a 34 años","0.244279971301787"
"Coyoacán","2029","Hombres","Ciudad de México","35 a 39 años","0.254805071622343"
"Coyoacán","2029","Hombres","Ciudad de México","40 a 44 años","0.250411097702111"
"Coyoacán","2029","Hombres","Ciudad de México","45 a 49 años","0.235105989576858"
"Coyoacán","2029","Hombres","Ciudad de México","50 a 54 años","0.227226356758664"
"Coyoacán","2029","Hombres","Ciudad de México","55 a 59 años","0.226499704740848"
"Coyoacán","2029","Hombres","Ciudad de México","60 a 64 años","0.213942249557963"
"Coyoacán","2029","Hombres","Ciudad de México","65 y más","0.533657783459288"
"Coyoacán","2030","Hombres","Ciudad de México","Hasta 4 años","0.139181755803324"
"Coyoacán","2030","Hombres","Ciudad de México","5 a 9 años","0.148049449359543"
"Coyoacán","2030","Hombres","Ciudad de México","10 a 14 años","0.164268894000287"
"Coyoacán","2030","Hombres","Ciudad de México","15 a 19 años","0.192729859051544"
"Coyoacán","2030","Hombres","Ciudad de México","20 a 24 años","0.224222709046187"
"Coyoacán","2030","Hombres","Ciudad de México","25 a 29 años","0.237216501660698"
"Coyoacán","2030","Hombres","Ciudad de México","30 a 34 años","0.241410989101171"
"Coyoacán","2030","Hombres","Ciudad de México","35 a 39 años","0.254723927499196"
"Coyoacán","2030","Hombres","Ciudad de México","40 a 44 años","0.255134257792286"
"Coyoacán","2030","Hombres","Ciudad de México","45 a 49 años","0.24122862008202"
"Coyoacán","2030","Hombres","Ciudad de México","50 a 54 años","0.228770536461266"
"Coyoacán","2030","Hombres","Ciudad de México","55 a 59 años","0.227927079747692"
"Coyoacán","2030","Hombres","Ciudad de México","60 a 64 años","0.216449229604875"
"Coyoacán","2030","Hombres","Ciudad de México","65 y más","0.549101718600044"
"Coyoacán","2015","Mujeres","Ciudad de México","Hasta 4 años","0.174163409589022"
"Coyoacán","2015","Mujeres","Ciudad de México","5 a 9 años","0.190479155255028"
"Coyoacán","2015","Mujeres","Ciudad de México","10 a 14 años","0.212347553201143"
"Coyoacán","2015","Mujeres","Ciudad de México","15 a 19 años","0.243919293799774"
"Coyoacán","2015","Mujeres","Ciudad de México","20 a 24 años","0.280436537820848"
"Coyoacán","2015","Mujeres","Ciudad de México","25 a 29 años","0.292524319623471"
"Coyoacán","2015","Mujeres","Ciudad de México","30 a 34 años","0.286033346381514"
"Coyoacán","2015","Mujeres","Ciudad de México","35 a 39 años","0.282081359271616"
"Coyoacán","2015","Mujeres","Ciudad de México","40 a 44 años","0.283483321179317"
"Coyoacán","2015","Mujeres","Ciudad de México","45 a 49 años","0.273934525508752"
"Coyoacán","2015","Mujeres","Ciudad de México","50 a 54 años","0.263745463770103"
"Coyoacán","2015","Mujeres","Ciudad de México","55 a 59 años","0.242307589559424"
"Coyoacán","2015","Mujeres","Ciudad de México","60 a 64 años","0.202268882163887"
"Coyoacán","2015","Mujeres","Ciudad de México","65 y más","0.470253348867513"
"Coyoacán","2016","Mujeres","Ciudad de México","Hasta 4 años","0.167804470736106"
"Coyoacán","2016","Mujeres","Ciudad de México","5 a 9 años","0.184548469790667"
"Coyoacán","2016","Mujeres","Ciudad de México","10 a 14 años","0.206991613642162"
"Coyoacán","2016","Mujeres","Ciudad de México","15 a 19 años","0.237166155473995"
"Coyoacán","2016","Mujeres","Ciudad de México","20 a 24 años","0.273327008313462"
"Coyoacán","2016","Mujeres","Ciudad de México","25 a 29 años","0.288469503500667"
"Coyoacán","2016","Mujeres","Ciudad de México","30 a 34 años","0.283841709566721"
"Coyoacán","2016","Mujeres","Ciudad de México","35 a 39 años","0.2791034670902"
"Coyoacán","2016","Mujeres","Ciudad de México","40 a 44 años","0.281864680654606"
"Coyoacán","2016","Mujeres","Ciudad de México","45 a 49 años","0.274398359176452"
"Coyoacán","2016","Mujeres","Ciudad de México","50 a 54 años","0.264888739660636"
"Coyoacán","2016","Mujeres","Ciudad de México","55 a 59 años","0.247393690516557"
"Coyoacán","2016","Mujeres","Ciudad de México","60 a 64 años","0.209951634583206"
"Coyoacán","2016","Mujeres","Ciudad de México","65 y más","0.486658368299501"
"Coyoacán","2017","Mujeres","Ciudad de México","Hasta 4 años","0.162369989632102"
"Coyoacán","2017","Mujeres","Ciudad de México","5 a 9 años","0.17904570693659"
"Coyoacán","2017","Mujeres","Ciudad de México","10 a 14 años","0.201943047065748"
"Coyoacán","2017","Mujeres","Ciudad de México","15 a 19 años","0.231106213378898"
"Coyoacán","2017","Mujeres","Ciudad de México","20 a 24 años","0.265783748767555"
"Coyoacán","2017","Mujeres","Ciudad de México","25 a 29 años","0.283973431128845"
"Coyoacán","2017","Mujeres","Ciudad de México","30 a 34 años","0.281641703924573"
"Coyoacán","2017","Mujeres","Ciudad de México","35 a 39 años","0.276889842797383"
"Coyoacán","2017","Mujeres","Ciudad de México","40 a 44 años","0.28011668802794"
"Coyoacán","2017","Mujeres","Ciudad de México","45 a 49 años","0.275431131939734"
"Coyoacán","2017","Mujeres","Ciudad de México","50 a 54 años","0.266148426481967"
"Coyoacán","2017","Mujeres","Ciudad de México","55 a 59 años","0.251539216225815"
"Coyoacán","2017","Mujeres","Ciudad de México","60 a 64 años","0.216640664040545"
"Coyoacán","2017","Mujeres","Ciudad de México","65 y más","0.503166839170276"
"Coyoacán","2018","Mujeres","Ciudad de México","Hasta 4 años","0.157564181191066"
"Coyoacán","2018","Mujeres","Ciudad de México","5 a 9 años","0.173701071571367"
"Coyoacán","2018","Mujeres","Ciudad de México","10 a 14 años","0.197082419250569"
"Coyoacán","2018","Mujeres","Ciudad de México","15 a 19 años","0.225628899080286"
"Coyoacán","2018","Mujeres","Ciudad de México","20 a 24 años","0.258367209927229"
"Coyoacán","2018","Mujeres","Ciudad de México","25 a 29 años","0.279315304773213"
"Coyoacán","2018","Mujeres","Ciudad de México","30 a 34 años","0.279481208375477"
"Coyoacán","2018","Mujeres","Ciudad de México","35 a 39 años","0.275189835196892"
"Coyoacán","2018","Mujeres","Ciudad de México","40 a 44 años","0.277988075955093"
"Coyoacán","2018","Mujeres","Ciudad de México","45 a 49 años","0.276450702574105"
"Coyoacán","2018","Mujeres","Ciudad de México","50 a 54 años","0.267668871894215"
"Coyoacán","2018","Mujeres","Ciudad de México","55 a 59 años","0.255237161964498"
"Coyoacán","2018","Mujeres","Ciudad de México","60 a 64 años","0.223151405286463"
"Coyoacán","2018","Mujeres","Ciudad de México","65 y más","0.520472781025494"
"Coyoacán","2019","Mujeres","Ciudad de México","Hasta 4 años","0.153401320509216"
"Coyoacán","2019","Mujeres","Ciudad de México","5 a 9 años","0.168482351152608"
"Coyoacán","2019","Mujeres","Ciudad de México","10 a 14 años","0.192332967897003"
"Coyoacán","2019","Mujeres","Ciudad de México","15 a 19 años","0.220679104789135"
"Coyoacán","2019","Mujeres","Ciudad de México","20 a 24 años","0.25138372885237"
"Coyoacán","2019","Mujeres","Ciudad de México","25 a 29 años","0.274536764884186"
"Coyoacán","2019","Mujeres","Ciudad de México","30 a 34 años","0.277271724185887"
"Coyoacán","2019","Mujeres","Ciudad de México","35 a 39 años","0.27391669313967"
"Coyoacán","2019","Mujeres","Ciudad de México","40 a 44 años","0.275754762953769"
"Coyoacán","2019","Mujeres","Ciudad de México","45 a 49 años","0.277293869605334"
"Coyoacán","2019","Mujeres","Ciudad de México","50 a 54 años","0.269520827379445"
"Coyoacán","2019","Mujeres","Ciudad de México","55 a 59 años","0.258547772043467"
"Coyoacán","2019","Mujeres","Ciudad de México","60 a 64 años","0.229448690890138"
