 pob,año,sexo,alcaldia,grupo_edad
"8978","2028","Mujeres","Azcapotzalco","05-09"
"8911","2029","Mujeres","Azcapotzalco","05-09"
"8867","2030","Mujeres","Azcapotzalco","05-09"
"17255","2015","Mujeres","Coyoacán","05-09"
"16709","2016","Mujeres","Coyoacán","05-09"
"16202","2017","Mujeres","Coyoacán","05-09"
"15705","2018","Mujeres","Coyoacán","05-09"
"15216","2019","Mujeres","Coyoacán","05-09"
"14732","2020","Mujeres","Coyoacán","05-09"
"14294","2021","Mujeres","Coyoacán","05-09"
"13920","2022","Mujeres","Coyoacán","05-09"
"13594","2023","Mujeres","Coyoacán","05-09"
"13317","2024","Mujeres","Coyoacán","05-09"
"13092","2025","Mujeres","Coyoacán","05-09"
"12885","2026","Mujeres","Coyoacán","05-09"
"12683","2027","Mujeres","Coyoacán","05-09"
"12507","2028","Mujeres","Coyoacán","05-09"
"12355","2029","Mujeres","Coyoacán","05-09"
"12226","2030","Mujeres","Coyoacán","05-09"
"7391","2015","Mujeres","Cuajimalpa de Morelos","05-09"
"7276","2016","Mujeres","Cuajimalpa de Morelos","05-09"
"7161","2017","Mujeres","Cuajimalpa de Morelos","05-09"
"7035","2018","Mujeres","Cuajimalpa de Morelos","05-09"
"6898","2019","Mujeres","Cuajimalpa de Morelos","05-09"
"6746","2020","Mujeres","Cuajimalpa de Morelos","05-09"
"6598","2021","Mujeres","Cuajimalpa de Morelos","05-09"
"6463","2022","Mujeres","Cuajimalpa de Morelos","05-09"
"6331","2023","Mujeres","Cuajimalpa de Morelos","05-09"
"6206","2024","Mujeres","Cuajimalpa de Morelos","05-09"
"6087","2025","Mujeres","Cuajimalpa de Morelos","05-09"
"5956","2026","Mujeres","Cuajimalpa de Morelos","05-09"
"5809","2027","Mujeres","Cuajimalpa de Morelos","05-09"
"5652","2028","Mujeres","Cuajimalpa de Morelos","05-09"
"5486","2029","Mujeres","Cuajimalpa de Morelos","05-09"
"5308","2030","Mujeres","Cuajimalpa de Morelos","05-09"
"39222","2015","Mujeres","Gustavo A. Madero","05-09"
"38119","2016","Mujeres","Gustavo A. Madero","05-09"
"37093","2017","Mujeres","Gustavo A. Madero","05-09"
"36076","2018","Mujeres","Gustavo A. Madero","05-09"
"35066","2019","Mujeres","Gustavo A. Madero","05-09"
"34052","2020","Mujeres","Gustavo A. Madero","05-09"
"33130","2021","Mujeres","Gustavo A. Madero","05-09"
"32343","2022","Mujeres","Gustavo A. Madero","05-09"
"31650","2023","Mujeres","Gustavo A. Madero","05-09"
"31055","2024","Mujeres","Gustavo A. Madero","05-09"
"30568","2025","Mujeres","Gustavo A. Madero","05-09"
"30103","2026","Mujeres","Gustavo A. Madero","05-09"
"29634","2027","Mujeres","Gustavo A. Madero","05-09"
"29204","2028","Mujeres","Gustavo A. Madero","05-09"
"28811","2029","Mujeres","Gustavo A. Madero","05-09"
"28451","2030","Mujeres","Gustavo A. Madero","05-09"
"12638","2015","Mujeres","Iztacalco","05-09"
"12298","2016","Mujeres","Iztacalco","05-09"
"11984","2017","Mujeres","Iztacalco","05-09"
"11672","2018","Mujeres","Iztacalco","05-09"
"11362","2019","Mujeres","Iztacalco","05-09"
"11050","2020","Mujeres","Iztacalco","05-09"
"10766","2021","Mujeres","Iztacalco","05-09"
"10524","2022","Mujeres","Iztacalco","05-09"
"10309","2023","Mujeres","Iztacalco","05-09"
"10125","2024","Mujeres","Iztacalco","05-09"
"9971","2025","Mujeres","Iztacalco","05-09"
"9822","2026","Mujeres","Iztacalco","05-09"
"9666","2027","Mujeres","Iztacalco","05-09"
"9518","2028","Mujeres","Iztacalco","05-09"
"9377","2029","Mujeres","Iztacalco","05-09"
"9241","2030","Mujeres","Iztacalco","05-09"
"69283","2015","Mujeres","Iztapalapa","05-09"
"67371","2016","Mujeres","Iztapalapa","05-09"
"65558","2017","Mujeres","Iztapalapa","05-09"
"63735","2018","Mujeres","Iztapalapa","05-09"
"61891","2019","Mujeres","Iztapalapa","05-09"
"60026","2020","Mujeres","Iztapalapa","05-09"
"58301","2021","Mujeres","Iztapalapa","05-09"
"56808","2022","Mujeres","Iztapalapa","05-09"
"55475","2023","Mujeres","Iztapalapa","05-09"
"54313","2024","Mujeres","Iztapalapa","05-09"
"53342","2025","Mujeres","Iztapalapa","05-09"
"52419","2026","Mujeres","Iztapalapa","05-09"
"51502","2027","Mujeres","Iztapalapa","05-09"
"50675","2028","Mujeres","Iztapalapa","05-09"
"49936","2029","Mujeres","Iztapalapa","05-09"
"49287","2030","Mujeres","Iztapalapa","05-09"
"8848","2015","Mujeres","La Magdalena Contreras","05-09"
"8676","2016","Mujeres","La Magdalena Contreras","05-09"
"8511","2017","Mujeres","La Magdalena Contreras","05-09"
"8337","2018","Mujeres","La Magdalena Contreras","05-09"
"8154","2019","Mujeres","La Magdalena Contreras","05-09"
"7957","2020","Mujeres","La Magdalena Contreras","05-09"
"7770","2021","Mujeres","La Magdalena Contreras","05-09"
"7602","2022","Mujeres","La Magdalena Contreras","05-09"
"7443","2023","Mujeres","La Magdalena Contreras","05-09"
"7294","2024","Mujeres","La Magdalena Contreras","05-09"
"7157","2025","Mujeres","La Magdalena Contreras","05-09"
"7010","2026","Mujeres","La Magdalena Contreras","05-09"
"6848","2027","Mujeres","La Magdalena Contreras","05-09"
"6679","2028","Mujeres","La Magdalena Contreras","05-09"
"6502","2029","Mujeres","La Magdalena Contreras","05-09"
"6316","2030","Mujeres","La Magdalena Contreras","05-09"
"5933","2015","Mujeres","Milpa Alta","05-09"
"5869","2016","Mujeres","Milpa Alta","05-09"
"5804","2017","Mujeres","Milpa Alta","05-09"
"5725","2018","Mujeres","Milpa Alta","05-09"
"5634","2019","Mujeres","Milpa Alta","05-09"
"5526","2020","Mujeres","Milpa Alta","05-09"
"5419","2021","Mujeres","Milpa Alta","05-09"
"5318","2022","Mujeres","Milpa Alta","05-09"
"5217","2023","Mujeres","Milpa Alta","05-09"
"5117","2024","Mujeres","Milpa Alta","05-09"
"5018","2025","Mujeres","Milpa Alta","05-09"
"4906","2026","Mujeres","Milpa Alta","05-09"
"4777","2027","Mujeres","Milpa Alta","05-09"
"4635","2028","Mujeres","Milpa Alta","05-09"
"4481","2029","Mujeres","Milpa Alta","05-09"
"4313","2030","Mujeres","Milpa Alta","05-09"
"25782","2015","Mujeres","Álvaro Obregón","05-09"
"25267","2016","Mujeres","Álvaro Obregón","05-09"
"24779","2017","Mujeres","Álvaro Obregón","05-09"
"24273","2018","Mujeres","Álvaro Obregón","05-09"
"23743","2019","Mujeres","Álvaro Obregón","05-09"
"23183","2020","Mujeres","Álvaro Obregón","05-09"
"22657","2021","Mujeres","Álvaro Obregón","05-09"
"22194","2022","Mujeres","Álvaro Obregón","05-09"
"21764","2023","Mujeres","Álvaro Obregón","05-09"
"21371","2024","Mujeres","Álvaro Obregón","05-09"
"21017","2025","Mujeres","Álvaro Obregón","05-09"
"20645","2026","Mujeres","Álvaro Obregón","05-09"
"20232","2027","Mujeres","Álvaro Obregón","05-09"
"19807","2028","Mujeres","Álvaro Obregón","05-09"
"19366","2029","Mujeres","Álvaro Obregón","05-09"
"18906","2030","Mujeres","Álvaro Obregón","05-09"
"15076","2015","Mujeres","Tláhuac","05-09"
"14755","2016","Mujeres","Tláhuac","05-09"
"14441","2017","Mujeres","Tláhuac","05-09"
"14109","2018","Mujeres","Tláhuac","05-09"
"13761","2019","Mujeres","Tláhuac","05-09"
"13392","2020","Mujeres","Tláhuac","05-09"
"13043","2021","Mujeres","Tláhuac","05-09"
"12731","2022","Mujeres","Tláhuac","05-09"
"12440","2023","Mujeres","Tláhuac","05-09"
"12174","2024","Mujeres","Tláhuac","05-09"
"11936","2025","Mujeres","Tláhuac","05-09"
"11695","2026","Mujeres","Tláhuac","05-09"
"11440","2027","Mujeres","Tláhuac","05-09"
"11190","2028","Mujeres","Tláhuac","05-09"
"10945","2029","Mujeres","Tláhuac","05-09"
"10703","2030","Mujeres","Tláhuac","05-09"
"23420","2015","Mujeres","Tlalpan","05-09"
"23026","2016","Mujeres","Tlalpan","05-09"
"22648","2017","Mujeres","Tlalpan","05-09"
"22244","2018","Mujeres","Tlalpan","05-09"
"21810","2019","Mujeres","Tlalpan","05-09"
"21338","2020","Mujeres","Tlalpan","05-09"
"20888","2021","Mujeres","Tlalpan","05-09"
"20485","2022","Mujeres","Tlalpan","05-09"
"20104","2023","Mujeres","Tlalpan","05-09"
"19746","2024","Mujeres","Tlalpan","05-09"
"19414","2025","Mujeres","Tlalpan","05-09"
"19053","2026","Mujeres","Tlalpan","05-09"
"18643","2027","Mujeres","Tlalpan","05-09"
"18210","2028","Mujeres","Tlalpan","05-09"
"17748","2029","Mujeres","Tlalpan","05-09"
"17256","2030","Mujeres","Tlalpan","05-09"
"16100","2015","Mujeres","Xochimilco","05-09"
"15766","2016","Mujeres","Xochimilco","05-09"
"15444","2017","Mujeres","Xochimilco","05-09"
"15108","2018","Mujeres","Xochimilco","05-09"
"14757","2019","Mujeres","Xochimilco","05-09"
"14387","2020","Mujeres","Xochimilco","05-09"
"14041","2021","Mujeres","Xochimilco","05-09"
"13736","2022","Mujeres","Xochimilco","05-09"
"13458","2023","Mujeres","Xochimilco","05-09"
"13208","2024","Mujeres","Xochimilco","05-09"
"12991","2025","Mujeres","Xochimilco","05-09"
"12771","2026","Mujeres","Xochimilco","05-09"
"12537","2027","Mujeres","Xochimilco","05-09"
"12308","2028","Mujeres","Xochimilco","05-09"
"12084","2029","Mujeres","Xochimilco","05-09"
"11864","2030","Mujeres","Xochimilco","05-09"
"8503","2015","Mujeres","Benito Juárez","05-09"
"8363","2016","Mujeres","Benito Juárez","05-09"
"8236","2017","Mujeres","Benito Juárez","05-09"
"8105","2018","Mujeres","Benito Juárez","05-09"
"7968","2019","Mujeres","Benito Juárez","05-09"
"7819","2020","Mujeres","Benito Juárez","05-09"
"7681","2021","Mujeres","Benito Juárez","05-09"
"7561","2022","Mujeres","Benito Juárez","05-09"
"7449","2023","Mujeres","Benito Juárez","05-09"
"7344","2024","Mujeres","Benito Juárez","05-09"
"7247","2025","Mujeres","Benito Juárez","05-09"
"7136","2026","Mujeres","Benito Juárez","05-09"
"7002","2027","Mujeres","Benito Juárez","05-09"
"6853","2028","Mujeres","Benito Juárez","05-09"
"6686","2029","Mujeres","Benito Juárez","05-09"
"6499","2030","Mujeres","Benito Juárez","05-09"
"14779","2015","Mujeres","Cuauhtémoc","05-09"
"14400","2016","Mujeres","Cuauhtémoc","05-09"
"14050","2017","Mujeres","Cuauhtémoc","05-09"
"13701","2018","Mujeres","Cuauhtémoc","05-09"
"13352","2019","Mujeres","Cuauhtémoc","05-09"
"12998","2020","Mujeres","Cuauhtémoc","05-09"
"12675","2021","Mujeres","Cuauhtémoc","05-09"
"12397","2022","Mujeres","Cuauhtémoc","05-09"
"12149","2023","Mujeres","Cuauhtémoc","05-09"
"11932","2024","Mujeres","Cuauhtémoc","05-09"
"11748","2025","Mujeres","Cuauhtémoc","05-09"
"11563","2026","Mujeres","Cuauhtémoc","05-09"
"11366","2027","Mujeres","Cuauhtémoc","05-09"
"11172","2028","Mujeres","Cuauhtémoc","05-09"
"10979","2029","Mujeres","Cuauhtémoc","05-09"
"10785","2030","Mujeres","Cuauhtémoc","05-09"
"9919","2015","Mujeres","Miguel Hidalgo","05-09"
"9711","2016","Mujeres","Miguel Hidalgo","05-09"
"9518","2017","Mujeres","Miguel Hidalgo","05-09"
"9321","2018","Mujeres","Miguel Hidalgo","05-09"
"9118","2019","Mujeres","Miguel Hidalgo","05-09"
"8906","2020","Mujeres","Miguel Hidalgo","05-09"
"8709","2021","Mujeres","Miguel Hidalgo","05-09"
"8536","2022","Mujeres","Miguel Hidalgo","05-09"
"8377","2023","Mujeres","Miguel Hidalgo","05-09"
"8231","2024","Mujeres","Miguel Hidalgo","05-09"
"8100","2025","Mujeres","Miguel Hidalgo","05-09"
"7959","2026","Mujeres","Miguel Hidalgo","05-09"
"7800","2027","Mujeres","Miguel Hidalgo","05-09"
"7634","2028","Mujeres","Miguel Hidalgo","05-09"
"7457","2029","Mujeres","Miguel Hidalgo","05-09"
"7268","2030","Mujeres","Miguel Hidalgo","05-09"
"13721","2015","Mujeres","Venustiano Carranza","05-09"
"13321","2016","Mujeres","Venustiano Carranza","05-09"
"12952","2017","Mujeres","Venustiano Carranza","05-09"
"12590","2018","Mujeres","Venustiano Carranza","05-09"
"12235","2019","Mujeres","Venustiano Carranza","05-09"
"11881","2020","Mujeres","Venustiano Carranza","05-09"
"11561","2021","Mujeres","Venustiano Carranza","05-09"
"11291","2022","Mujeres","Venustiano Carranza","05-09"
"11055","2023","Mujeres","Venustiano Carranza","05-09"
"10855","2024","Mujeres","Venustiano Carranza","05-09"
"10694","2025","Mujeres","Venustiano Carranza","05-09"
"10541","2026","Mujeres","Venustiano Carranza","05-09"
"10386","2027","Mujeres","Venustiano Carranza","05-09"
"10245","2028","Mujeres","Venustiano Carranza","05-09"
"10116","2029","Mujeres","Venustiano Carranza","05-09"
"9998","2030","Mujeres","Venustiano Carranza","05-09"
"12905","2015","Hombres","Azcapotzalco","05-09"
"12515","2016","Hombres","Azcapotzalco","05-09"
"12165","2017","Hombres","Azcapotzalco","05-09"
"11823","2018","Hombres","Azcapotzalco","05-09"
"11489","2019","Hombres","Azcapotzalco","05-09"
"11160","2020","Hombres","Azcapotzalco","05-09"
"10879","2021","Hombres","Azcapotzalco","05-09"
"10656","2022","Hombres","Azcapotzalco","05-09"
"10470","2023","Hombres","Azcapotzalco","05-09"
"10320","2024","Hombres","Azcapotzalco","05-09"
"10208","2025","Hombres","Azcapotzalco","05-09"
"10097","2026","Hombres","Azcapotzalco","05-09"
"9980","2027","Hombres","Azcapotzalco","05-09"
"9881","2028","Hombres","Azcapotzalco","05-09"
"9800","2029","Hombres","Azcapotzalco","05-09"
"9735","2030","Hombres","Azcapotzalco","05-09"
"18051","2015","Hombres","Coyoacán","05-09"
"17500","2016","Hombres","Coyoacán","05-09"
"17000","2017","Hombres","Coyoacán","05-09"
"16507","2018","Hombres","Coyoacán","05-09"
"16018","2019","Hombres","Coyoacán","05-09"
"15533","2020","Hombres","Coyoacán","05-09"
"15108","2021","Hombres","Coyoacán","05-09"
"14761","2022","Hombres","Coyoacán","05-09"
"14459","2023","Hombres","Coyoacán","05-09"
"14202","2024","Hombres","Coyoacán","05-09"
"13992","2025","Hombres","Coyoacán","05-09"
"13778","2026","Hombres","Coyoacán","05-09"
"13551","2027","Hombres","Coyoacán","05-09"
"13344","2028","Hombres","Coyoacán","05-09"
"13158","2029","Hombres","Coyoacán","05-09"
"12989","2030","Hombres","Coyoacán","05-09"
"7733","2015","Hombres","Cuajimalpa de Morelos","05-09"
"7611","2016","Hombres","Cuajimalpa de Morelos","05-09"
"7497","2017","Hombres","Cuajimalpa de Morelos","05-09"
"7370","2018","Hombres","Cuajimalpa de Morelos","05-09"
"7229","2019","Hombres","Cuajimalpa de Morelos","05-09"
"7074","2020","Hombres","Cuajimalpa de Morelos","05-09"
"6930","2021","Hombres","Cuajimalpa de Morelos","05-09"
"6806","2022","Hombres","Cuajimalpa de Morelos","05-09"
"6685","2023","Hombres","Cuajimalpa de Morelos","05-09"
"6569","2024","Hombres","Cuajimalpa de Morelos","05-09"
"6457","2025","Hombres","Cuajimalpa de Morelos","05-09"
"6324","2026","Hombres","Cuajimalpa de Morelos","05-09"
"6168","2027","Hombres","Cuajimalpa de Morelos","05-09"
"6001","2028","Hombres","Cuajimalpa de Morelos","05-09"
"5824","2029","Hombres","Cuajimalpa de Morelos","05-09"
"5635","2030","Hombres","Cuajimalpa de Morelos","05-09"
"40724","2015","Hombres","Gustavo A. Madero","05-09"
"39567","2016","Hombres","Gustavo A. Madero","05-09"
"38519","2017","Hombres","Gustavo A. Madero","05-09"
"37481","2018","Hombres","Gustavo A. Madero","05-09"
"36446","2019","Hombres","Gustavo A. Madero","05-09"
"35412","2020","Hombres","Gustavo A. Madero","05-09"
"34512","2021","Hombres","Gustavo A. Madero","05-09"
"33783","2022","Hombres","Gustavo A. Madero","05-09"
"33150","2023","Hombres","Gustavo A. Madero","05-09"
"32617","2024","Hombres","Gustavo A. Madero","05-09"
"32187","2025","Hombres","Gustavo A. Madero","05-09"
"31742","2026","Hombres","Gustavo A. Madero","05-09"
"31262","2027","Hombres","Gustavo A. Madero","05-09"
"30825","2028","Hombres","Gustavo A. Madero","05-09"
"30427","2029","Hombres","Gustavo A. Madero","05-09"
"30065","2030","Hombres","Gustavo A. Madero","05-09"
"12730","2015","Hombres","Iztacalco","05-09"
"12366","2016","Hombres","Iztacalco","05-09"
"12039","2017","Hombres","Iztacalco","05-09"
"11717","2018","Hombres","Iztacalco","05-09"
"11397","2019","Hombres","Iztacalco","05-09"
"11078","2020","Hombres","Iztacalco","05-09"
"10800","2021","Hombres","Iztacalco","05-09"
"10576","2022","Hombres","Iztacalco","05-09"
"10382","2023","Hombres","Iztacalco","05-09"
"10218","2024","Hombres","Iztacalco","05-09"
"10085","2025","Hombres","Iztacalco","05-09"
"9945","2026","Hombres","Iztacalco","05-09"
"9792","2027","Hombres","Iztacalco","05-09"
"9649","2028","Hombres","Iztacalco","05-09"
"9516","2029","Hombres","Iztacalco","05-09"
"9390","2030","Hombres","Iztacalco","05-09"
"72355","2015","Hombres","Iztapalapa","05-09"
"70420","2016","Hombres","Iztapalapa","05-09"
"68632","2017","Hombres","Iztapalapa","05-09"
"66826","2018","Hombres","Iztapalapa","05-09"
"64991","2019","Hombres","Iztapalapa","05-09"
"63129","2020","Hombres","Iztapalapa","05-09"
"61480","2021","Hombres","Iztapalapa","05-09"
"60115","2022","Hombres","Iztapalapa","05-09"
"58907","2023","Hombres","Iztapalapa","05-09"
"57859","2024","Hombres","Iztapalapa","05-09"
"56983","2025","Hombres","Iztapalapa","05-09"
"56080","2026","Hombres","Iztapalapa","05-09"
"55114","2027","Hombres","Iztapalapa","05-09"
"54226","2028","Hombres","Iztapalapa","05-09"
"53416","2029","Hombres","Iztapalapa","05-09"
"52688","2030","Hombres","Iztapalapa","05-09"
"9302","2015","Hombres","La Magdalena Contreras","05-09"
"9120","2016","Hombres","La Magdalena Contreras","05-09"
"8953","2017","Hombres","La Magdalena Contreras","05-09"
"8777","2018","Hombres","La Magdalena Contreras","05-09"
"8590","2019","Hombres","La Magdalena Contreras","05-09"
"8391","2020","Hombres","La Magdalena Contreras","05-09"
"8211","2021","Hombres","La Magdalena Contreras","05-09"
"8060","2022","Hombres","La Magdalena Contreras","05-09"
"7919","2023","Hombres","La Magdalena Contreras","05-09"
"7789","2024","Hombres","La Magdalena Contreras","05-09"
"7669","2025","Hombres","La Magdalena Contreras","05-09"
"7532","2026","Hombres","La Magdalena Contreras","05-09"
"7372","2027","Hombres","La Magdalena Contreras","05-09"
"7206","2028","Hombres","La Magdalena Contreras","05-09"
"7034","2029","Hombres","La Magdalena Contreras","05-09"
"6854","2030","Hombres","La Magdalena Contreras","05-09"
"6034","2015","Hombres","Milpa Alta","05-09"
"5965","2016","Hombres","Milpa Alta","05-09"
"5897","2017","Hombres","Milpa Alta","05-09"
"5816","2018","Hombres","Milpa Alta","05-09"
"5721","2019","Hombres","Milpa Alta","05-09"
"5611","2020","Hombres","Milpa Alta","05-09"
"5507","2021","Hombres","Milpa Alta","05-09"
"5415","2022","Hombres","Milpa Alta","05-09"
"5323","2023","Hombres","Milpa Alta","05-09"
"5232","2024","Hombres","Milpa Alta","05-09"
"5140","2025","Hombres","Milpa Alta","05-09"
"5028","2026","Hombres","Milpa Alta","05-09"
"4893","2027","Hombres","Milpa Alta","05-09"
"4748","2028","Hombres","Milpa Alta","05-09"
"4589","2029","Hombres","Milpa Alta","05-09"
"4418","2030","Hombres","Milpa Alta","05-09"
"25902","2015","Hombres","Álvaro Obregón","05-09"
"25298","2016","Hombres","Álvaro Obregón","05-09"
"24744","2017","Hombres","Álvaro Obregón","05-09"
"24176","2018","Hombres","Álvaro Obregón","05-09"
"23589","2019","Hombres","Álvaro Obregón","05-09"
"22981","2020","Hombres","Álvaro Obregón","05-09"
"22437","2021","Hombres","Álvaro Obregón","05-09"
"21982","2022","Hombres","Álvaro Obregón","05-09"
