persona_id,hogar_id,vivienda_id,upm_diseno,estrato_diseno,anio,cobertura,edad,sexo_codigo,sexo,grupo_edad,factor,asiste_servicio_educativo_cuidado,razon_no_asiste_codigo,razon_no_asiste,horas_diarias_servicio,pago_mensual_servicio_pesos,pago_mensual_topado_98000,modulo_0a5_aplicable,recibio_cuidado_dentro_hogar,recibio_cuidado_otro_hogar,cuidado_otro_hogar_remunerado,pago_semanal_cuidado_externo_pesos,pago_semanal_topado_98000,necesita_mas_cuidado_modulo_0a5,complementaria_con_servicio_educativo_cuidado,cuidador_principal_parentesco_codigo,cuidador_principal_parentesco,cuidador_principal_sexo_codigo,cuidador_principal_edad,n_integrantes,n_ninos_0a5,n_adultos_18mas,barrera_economica_distancia_horario,necesidad_y_preferencia_servicio,P3_10,P3_11,P3_12,P3_14,PN_C0005,P4_16,P4_18,P4_18A,P4_19,P4_21,P4_22,P4_24,P4_25_2,cuidador_id,cuidador_cpea_codigo,cuidador_participa_mercado_laboral
00102104,001021,102,00001,0003,2022,nacional,4,2,mujer,3-5,1593,1,,,1.0,,0,1,0.0,0.0,,,0,0.0,,,,,,4,1,2,,0.0,1,,1.0,99999.0,1,2.0,00,,2.0,,,2.0,,,,
00105105,001051,105,00001,0003,2022,nacional,3,1,hombre,3-5,1593,1,,,4.0,1500.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,32.0,5,1,2,,0.0,1,,4.0,1500.0,1,1.0,02,1.0,2.0,,,2.0,,00105102,1.0,1.0
00502107,005021,502,00005,0002,2022,nacional,3,1,hombre,3-5,1687,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,23.0,7,1,3,0.0,0.0,2,1.0,,,1,1.0,03,1.0,2.0,,,2.0,,00502103,2.0,0.0
00503105,005031,503,00005,0002,2022,nacional,3,1,hombre,3-5,1687,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,40.0,5,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,00503102,2.0,0.0
00801103,008011,801,00008,0003,2022,nacional,3,2,mujer,3-5,1653,1,,,4.0,80.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,4,2,2,,0.0,1,,4.0,80.0,1,1.0,02,1.0,2.0,,,2.0,,00801102,1.0,1.0
00801104,008011,801,00008,0003,2022,nacional,2,1,hombre,0-2,1653,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,00801102,1.0,1.0
00803104,008031,803,00008,0003,2022,nacional,3,1,hombre,3-5,1653,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,29.0,6,3,1,0.0,0.0,2,1.0,,,1,1.0,01,1.0,2.0,,,2.0,,00803101,1.0,1.0
00803105,008031,803,00008,0003,2022,nacional,2,2,mujer,0-2,1653,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,29.0,6,3,1,0.0,0.0,2,1.0,,,1,1.0,01,1.0,1.0,2.0,,2.0,,00803101,1.0,1.0
00803106,008031,803,00008,0003,2022,nacional,0,2,mujer,0-2,1653,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,29.0,6,3,1,0.0,0.0,2,1.0,,,1,1.0,01,1.0,1.0,2.0,,2.0,,00803101,1.0,1.0
01002104,010021,1002,00010,0002,2022,nacional,0,1,hombre,0-2,1521,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,16.0,4,1,1,0.0,0.0,2,1.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,01002102,2.0,0.0
01301103,013011,1301,00013,0003,2022,nacional,0,1,hombre,0-2,1919,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,1.0,800.0,0,0.0,,1.0,Madre,2.0,36.0,3,1,1,0.0,0.0,2,1.0,,,1,1.0,01,1.0,1.0,1.0,800.0,2.0,,01301101,1.0,1.0
01405104,014051,1405,00014,0003,2022,nacional,3,2,mujer,3-5,1750,1,,,3.0,70.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,32.0,4,1,1,,0.0,1,,3.0,70.0,1,1.0,01,1.0,2.0,,,2.0,,01405101,1.0,1.0
01501104,015011,1501,00015,0003,2022,nacional,0,1,hombre,0-2,1885,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,3.0,Abuela,2.0,56.0,4,1,3,0.0,0.0,2,1.0,,,1,1.0,01,3.0,2.0,,,2.0,,01501101,2.0,0.0
01503106,015031,1503,00015,0003,2022,nacional,1,1,hombre,0-2,1885,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,6,1,3,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,01503102,2.0,0.0
01905107,019051,1905,00019,0002,2022,nacional,0,2,mujer,0-2,2130,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,19.0,7,1,5,0.0,0.0,2,1.0,,,1,1.0,05,1.0,2.0,,,2.0,,01905105,2.0,0.0
02003103,020031,2003,00020,0002,2022,nacional,3,2,mujer,3-5,1544,1,,,3.0,100.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,3,1,2,,0.0,1,,3.0,100.0,1,1.0,02,1.0,2.0,,,2.0,,02003102,2.0,0.0
02202104,022021,2202,00022,0004,2022,nacional,4,2,mujer,3-5,1572,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,4,1,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,02202102,2.0,0.0
02302110,023021,2302,00023,0004,2022,nacional,4,1,hombre,3-5,1962,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,11,2,8,,0.0,1,,3.0,0.0,1,1.0,04,1.0,2.0,,,2.0,,02302104,2.0,0.0
02302111,023021,2302,00023,0004,2022,nacional,3,1,hombre,3-5,1962,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,11,2,8,0.0,0.0,2,1.0,,,1,1.0,04,1.0,2.0,,,2.0,,02302104,2.0,0.0
02305105,023051,2305,00023,0004,2022,nacional,0,2,mujer,0-2,1962,0,4.0,Horarios incompatibles con madre/padre/tutor,,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,30.0,5,1,2,1.0,0.0,2,4.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,02305102,1.0,1.0
02401108,024011,2401,00024,0002,2022,nacional,4,1,hombre,3-5,1777,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,9,1,6,,0.0,1,,3.0,0.0,1,1.0,05,1.0,2.0,,,2.0,,02401105,2.0,0.0
02401204,024012,2401,00024,0002,2022,nacional,3,1,hombre,3-5,1777,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,24.0,5,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,02401202,2.0,0.0
02401205,024012,2401,00024,0002,2022,nacional,4,2,mujer,3-5,1777,1,,,3.0,0.0,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,24.0,5,2,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,1.0,2.0,,2.0,,02401202,2.0,0.0
02402106,024021,2402,00024,0002,2022,nacional,3,2,mujer,3-5,1777,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,21.0,6,1,4,0.0,0.0,2,1.0,,,1,1.0,03,1.0,2.0,,,2.0,,02402103,2.0,0.0
02405106,024051,2405,00024,0002,2022,nacional,1,2,mujer,0-2,1777,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,19.0,6,1,5,0.0,0.0,2,1.0,,,1,1.0,03,1.0,2.0,,,2.0,,02405103,2.0,0.0
02501107,025011,2501,00025,0002,2022,nacional,2,2,mujer,0-2,1391,0,4.0,Horarios incompatibles con madre/padre/tutor,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,7,1,4,1.0,0.0,2,4.0,,,1,1.0,03,1.0,2.0,,,2.0,,02501103,1.0,1.0
02601104,026011,2601,00026,0002,2022,nacional,2,1,hombre,0-2,1724,1,,,6.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,29.0,5,1,3,,0.0,1,,6.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,02601102,1.0,1.0
02602103,026021,2602,00026,0002,2022,nacional,3,1,hombre,3-5,1724,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,1.0,800.0,0,0.0,,1.0,Madre,2.0,22.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,1.0,1.0,800.0,2.0,,02602102,1.0,1.0
02602104,026021,2602,00026,0002,2022,nacional,2,2,mujer,0-2,1724,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,1.0,800.0,0,0.0,,1.0,Madre,2.0,22.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,1.0,1.0,800.0,2.0,,02602102,1.0,1.0
02604104,026041,2604,00026,0002,2022,nacional,2,2,mujer,0-2,1724,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,27.0,4,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,02604102,1.0,1.0
02605106,026051,2605,00026,0002,2022,nacional,5,2,mujer,3-5,1724,1,,,3.0,500.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,29.0,8,3,4,,0.0,1,,3.0,500.0,1,1.0,04,1.0,2.0,,,2.0,,02605104,1.0,1.0
02605107,026051,2605,00026,0002,2022,nacional,2,2,mujer,0-2,1724,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,4.0,Abuelo,1.0,63.0,8,3,4,0.0,0.0,2,1.0,,,1,1.0,01,4.0,2.0,,,2.0,,02605101,2.0,0.0
02605108,026051,2605,00026,0002,2022,nacional,0,2,mujer,0-2,1724,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,29.0,8,3,4,0.0,0.0,2,1.0,,,1,1.0,04,1.0,2.0,,,2.0,,02605104,1.0,1.0
02701105,027011,2701,00027,0004,2022,nacional,3,1,hombre,3-5,1674,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,39.0,6,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,02701102,2.0,0.0
02701106,027011,2701,00027,0004,2022,nacional,2,2,mujer,0-2,1674,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,39.0,6,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,02701102,2.0,0.0
02702103,027021,2702,00027,0004,2022,nacional,0,2,mujer,0-2,1674,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,22.0,3,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,02702102,2.0,0.0
02703103,027031,2703,00027,0004,2022,nacional,1,1,hombre,0-2,1674,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,39.0,3,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,02703102,1.0,1.0
02802103,028021,2802,00028,0004,2022,nacional,2,2,mujer,0-2,1667,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,23.0,5,3,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,02802102,2.0,0.0
02802104,028021,2802,00028,0004,2022,nacional,3,1,hombre,3-5,1667,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,23.0,5,3,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,02802102,2.0,0.0
02802105,028021,2802,00028,0004,2022,nacional,1,1,hombre,0-2,1667,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,23.0,5,3,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,02802102,2.0,0.0
02804103,028041,2804,00028,0004,2022,nacional,5,2,mujer,3-5,1667,1,,,3.0,2800.0,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,33.0,4,2,2,,0.0,1,,3.0,2800.0,1,1.0,02,1.0,1.0,2.0,,2.0,,02804102,2.0,0.0
02804104,028041,2804,00028,0004,2022,nacional,4,1,hombre,3-5,1667,1,,,3.0,3500.0,0,0,,,,,0,,,,,,,4,2,2,,,1,,3.0,3500.0,2,,,,,,,,,,,
02905105,029051,2905,00029,0002,2022,nacional,4,1,hombre,3-5,1668,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,24.0,5,1,4,,0.0,1,,3.0,0.0,1,1.0,03,1.0,2.0,,,2.0,,02905103,1.0,1.0
03202105,032021,3202,00032,0001,2022,nacional,3,2,mujer,3-5,1803,0,1.0,"No tiene necesidad, está pequeño",,,0,1,0.0,0.0,,,0,0.0,,,,,,5,1,3,0.0,0.0,2,1.0,,,1,2.0,00,,2.0,,,2.0,,,,
03206104,032061,3206,00032,0001,2022,nacional,2,1,hombre,0-2,1803,0,9.0,No sabe,,,0,1,0.0,0.0,,,0,0.0,,1.0,Madre,2.0,20.0,5,2,3,,0.0,2,9.0,,,1,2.0,03,1.0,2.0,,,2.0,,03206103,2.0,0.0
03206105,032061,3206,00032,0001,2022,nacional,3,1,hombre,3-5,1803,0,9.0,No sabe,,,0,1,0.0,0.0,,,0,0.0,,1.0,Madre,2.0,20.0,5,2,3,,0.0,2,9.0,,,1,2.0,03,1.0,2.0,,,2.0,,03206103,2.0,0.0
03304104,033041,3304,00033,0001,2022,nacional,1,2,mujer,0-2,3270,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,25.0,4,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,03304102,1.0,1.0
03309106,033091,3309,00033,0001,2022,nacional,1,1,hombre,0-2,3270,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,32.0,6,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,03309102,2.0,0.0
03311104,033111,3311,00033,0001,2022,nacional,1,2,mujer,0-2,3270,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,36.0,5,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,03311102,2.0,0.0
03311105,033111,3311,00033,0001,2022,nacional,0,1,hombre,0-2,3270,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,36.0,5,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,03311102,2.0,0.0
03314103,033141,3314,00033,0001,2022,nacional,4,2,mujer,3-5,3270,1,,,3.0,80.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,37.0,3,1,1,,0.0,1,,3.0,80.0,1,1.0,01,1.0,2.0,,,2.0,,03314101,1.0,1.0
03319105,033191,3319,00033,0001,2022,nacional,5,1,hombre,3-5,3270,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,2.0,Padre,1.0,24.0,6,2,2,,0.0,1,,3.0,0.0,1,1.0,02,2.0,2.0,,,2.0,,03319102,1.0,1.0
03319106,033191,3319,00033,0001,2022,nacional,4,1,hombre,3-5,3270,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,2.0,Padre,1.0,24.0,6,2,2,0.0,0.0,2,1.0,,,1,1.0,02,2.0,2.0,,,2.0,,03319102,1.0,1.0
03402104,034021,3402,00034,0001,2022,nacional,2,1,hombre,0-2,2899,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,4,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,03402102,2.0,0.0
03403103,034031,3403,00034,0001,2022,nacional,5,2,mujer,3-5,2899,1,,,3.0,450.0,0,1,1.0,0.0,,,0,0.0,,2.0,Padre,1.0,26.0,4,2,2,,0.0,1,,3.0,450.0,1,1.0,01,2.0,2.0,,,2.0,,03403101,1.0,1.0
03403104,034031,3403,00034,0001,2022,nacional,3,2,mujer,3-5,2899,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,0.0,,,0,0.0,,2.0,Padre,1.0,26.0,4,2,2,1.0,0.0,2,3.0,,,1,1.0,01,2.0,2.0,,,2.0,,03403101,1.0,1.0
03404106,034041,3404,00034,0001,2022,nacional,0,2,mujer,0-2,2899,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,40.0,6,1,3,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,03404102,2.0,0.0
03407106,034071,3407,00034,0001,2022,nacional,4,2,mujer,3-5,2899,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,6,1,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,03407102,1.0,1.0
03410103,034101,3410,00034,0001,2022,nacional,0,1,hombre,0-2,2899,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,20.0,3,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,03410102,2.0,0.0
03411104,034111,3411,00034,0001,2022,nacional,4,2,mujer,3-5,2899,1,,,4.0,0.0,0,1,1.0,0.0,,,0,1.0,0.0,1.0,Madre,2.0,37.0,5,2,3,,0.0,1,,4.0,0.0,1,1.0,02,1.0,2.0,,,1.0,2.0,03411102,2.0,0.0
03411105,034111,3411,00034,0001,2022,nacional,0,2,mujer,0-2,2899,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,37.0,5,2,3,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,03411102,2.0,0.0
03418104,034181,3418,00034,0001,2022,nacional,4,2,mujer,3-5,2899,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,25.0,5,2,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,03418102,2.0,0.0
03418105,034181,3418,00034,0001,2022,nacional,0,2,mujer,0-2,2899,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,25.0,5,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,03418102,2.0,0.0
03420106,034201,3420,00034,0001,2022,nacional,2,1,hombre,0-2,2899,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,21.0,8,2,4,0.0,0.0,2,1.0,,,1,1.0,05,1.0,2.0,,,2.0,,03420105,2.0,0.0
03420107,034201,3420,00034,0001,2022,nacional,0,1,hombre,0-2,2899,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,21.0,8,2,4,0.0,0.0,2,1.0,,,1,1.0,05,1.0,2.0,,,2.0,,03420105,2.0,0.0
03505104,035051,3505,00035,0008,2022,nacional,0,1,hombre,0-2,6622,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,31.0,4,1,2,0.0,0.0,2,1.0,,,1,1.0,01,1.0,1.0,2.0,,2.0,,03505101,1.0,1.0
03601105,036011,3601,00036,0006,2022,nacional,3,1,hombre,3-5,5868,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,3.0,Abuela,2.0,45.0,5,1,2,0.0,0.0,2,1.0,,,1,1.0,02,3.0,1.0,2.0,,2.0,,03601102,1.0,1.0
03602104,036021,3602,00036,0006,2022,nacional,0,1,hombre,0-2,5868,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,19.0,4,1,3,0.0,0.0,2,1.0,,,1,1.0,03,1.0,2.0,,,2.0,,03602103,2.0,0.0
03802103,038021,3802,00038,0007,2022,nacional,1,1,hombre,0-2,4992,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,1.0,34.0,3,1,2,0.0,0.0,2,1.0,,,1,1.0,01,1.0,1.0,2.0,,2.0,,03802101,1.0,1.0
04002103,040021,4002,00040,0006,2022,nacional,4,1,hombre,3-5,6322,1,,,3.0,0.0,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,30.0,3,1,1,,0.0,1,,3.0,0.0,1,1.0,01,1.0,1.0,2.0,,2.0,,04002101,1.0,1.0
04404104,044041,4404,00044,0007,2022,nacional,3,1,hombre,3-5,6033,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,2.0,Padre,2.0,45.0,4,1,2,0.0,0.0,2,1.0,,,1,1.0,01,2.0,2.0,,,2.0,,04404101,1.0,1.0
04502103,045021,4502,00045,0007,2022,nacional,5,2,mujer,3-5,6150,1,,,7.0,4000.0,0,1,1.0,0.0,,,0,0.0,,2.0,Padre,1.0,32.0,4,2,2,,0.0,1,,7.0,4000.0,1,1.0,01,2.0,2.0,,,2.0,,04502101,1.0,1.0
04502104,045021,4502,00045,0007,2022,nacional,1,2,mujer,0-2,6150,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,2.0,Padre,1.0,32.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,01,2.0,2.0,,,2.0,,04502101,1.0,1.0
05201103,052011,5201,00052,0006,2022,nacional,4,2,mujer,3-5,5274,1,,,4.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,29.0,3,1,2,,0.0,1,,4.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,05201102,1.0,1.0
05205106,052051,5205,00052,0006,2022,nacional,1,1,hombre,0-2,5274,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,20.0,6,1,4,0.0,0.0,2,1.0,,,1,1.0,03,1.0,1.0,2.0,,2.0,,05205103,2.0,0.0
05603104,056031,5603,00056,0006,2022,nacional,3,1,hombre,3-5,8793,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,4,1,3,0.0,0.0,2,1.0,,,1,1.0,03,1.0,2.0,,,2.0,,05603103,2.0,0.0
05801103,058011,5801,00058,0007,2022,nacional,2,2,mujer,0-2,5252,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,3,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,05801102,1.0,1.0
05901103,059011,5901,00059,0007,2022,nacional,1,2,mujer,0-2,5561,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,29.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,05901102,2.0,0.0
05901104,059011,5901,00059,0007,2022,nacional,0,1,hombre,0-2,5561,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,29.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,05901102,2.0,0.0
06002104,060021,6002,00060,0007,2022,nacional,3,2,mujer,3-5,5306,1,,,5.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,41.0,6,1,5,,0.0,1,,5.0,0.0,1,1.0,03,1.0,2.0,,,2.0,,06002103,1.0,1.0
06101104,061011,6101,00061,0008,2022,nacional,2,2,mujer,0-2,8478,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,28.0,4,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,06101102,1.0,1.0
06102103,061021,6102,00061,0008,2022,nacional,5,2,mujer,3-5,8478,1,,,4.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,34.0,3,1,2,,0.0,1,,4.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,06102102,1.0,1.0
06103106,061031,6103,00061,0008,2022,nacional,5,1,hombre,3-5,8478,1,,,4.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,24.0,8,3,3,,0.0,1,,4.0,0.0,1,1.0,03,1.0,2.0,,,2.0,,06103103,2.0,0.0
06103107,061031,6103,00061,0008,2022,nacional,4,1,hombre,3-5,8478,0,3.0,No hay centros o quedan lejos,,,0,0,,,,,0,,,,,,,8,3,3,1.0,,2,3.0,,,2,,,,,,,,,,,
06103108,061031,6103,00061,0008,2022,nacional,1,2,mujer,0-2,8478,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,24.0,8,3,3,0.0,0.0,2,1.0,,,1,1.0,03,1.0,2.0,,,2.0,,06103103,2.0,0.0
06201105,062011,6201,00062,0006,2022,nacional,1,1,hombre,0-2,6577,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,31.0,6,1,3,0.0,0.0,2,1.0,,,1,1.0,03,1.0,1.0,2.0,,2.0,,06201103,1.0,1.0
06203104,062031,6203,00062,0006,2022,nacional,1,2,mujer,0-2,6577,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,32.0,4,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,06203102,2.0,0.0
06304103,063041,6304,00063,0006,2022,nacional,1,2,mujer,0-2,9968,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,25.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,06304102,1.0,1.0
