Alcaldia,Fecha,Categoria,Valor
Azcapotzalco,2018-03-31,Mujeres,71.5
Azcapotzalco,2018-06-30,Hombres,37.4
Azcapotzalco,2018-06-30,Mujeres,38.4
Azcapotzalco,2018-09-30,Hombres,30.5
Azcapotzalco,2018-09-30,Mujeres,39.2
Azcapotzalco,2018-12-31,Hombres,28.1
Azcapotzalco,2018-12-31,Mujeres,36.1
Azcapotzalco,2019-03-31,Hombres,37.6
Azcapotzalco,2019-03-31,Mujeres,35.4
Azcapotzalco,2019-06-30,Hombres,37.5
Azcapotzalco,2019-06-30,Mujeres,52.1
Azcapotzalco,2019-09-30,Hombres,33.2
Azcapotzalco,2019-09-30,Mujeres,32.2
Azcapotzalco,2019-12-31,Hombres,39.0
Azcapotzalco,2019-12-31,Mujeres,38.5
Azcapotzalco,2020-09-30,Hombres,30.5
Azcapotzalco,2020-09-30,Mujeres,39.4
Azcapotzalco,2020-12-31,Hombres,27.6
Azcapotzalco,2020-12-31,Mujeres,37.9
Azcapotzalco,2021-06-30,Hombres,30.1
Azcapotzalco,2021-06-30,Mujeres,33.5
Azcapotzalco,2021-09-30,Hombres,25.1
Azcapotzalco,2021-09-30,Mujeres,37.6
Azcapotzalco,2021-12-31,Hombres,31.1
Azcapotzalco,2021-12-31,Mujeres,40.1
Azcapotzalco,2022-03-31,Hombres,37.1
Azcapotzalco,2022-03-31,Mujeres,38.4
Azcapotzalco,2022-06-30,Hombres,28.9
Azcapotzalco,2022-06-30,Mujeres,31.7
Azcapotzalco,2022-09-30,Hombres,23.0
Azcapotzalco,2022-09-30,Mujeres,37.2
Azcapotzalco,2022-12-31,Hombres,21.0
Azcapotzalco,2022-12-31,Mujeres,25.9
Azcapotzalco,2023-03-31,Hombres,23.2
Azcapotzalco,2023-03-31,Mujeres,26.1
Azcapotzalco,2023-06-30,Hombres,22.0
Azcapotzalco,2023-06-30,Mujeres,24.9
Azcapotzalco,2023-09-30,Hombres,25.8
Azcapotzalco,2023-09-30,Mujeres,26.8
Azcapotzalco,2023-12-31,Hombres,20.2
Azcapotzalco,2023-12-31,Mujeres,25.4
Azcapotzalco,2024-03-31,Hombres,23.6
Azcapotzalco,2024-03-31,Mujeres,23.0
Azcapotzalco,2024-06-30,Hombres,30.1
Azcapotzalco,2024-06-30,Mujeres,33.6
Azcapotzalco,2024-09-30,Hombres,25.1
Azcapotzalco,2024-09-30,Mujeres,31.5
Álvaro Obregón,2017-03-31,Hombres,37.9
Álvaro Obregón,2017-03-31,Mujeres,50.6
Álvaro Obregón,2017-06-30,Hombres,38.3
Álvaro Obregón,2017-06-30,Mujeres,43.9
Álvaro Obregón,2017-09-30,Hombres,40.2
Álvaro Obregón,2017-09-30,Mujeres,41.4
Álvaro Obregón,2017-12-31,Hombres,36.7
Álvaro Obregón,2017-12-31,Mujeres,40.4
Álvaro Obregón,2018-03-31,Hombres,40.2
Álvaro Obregón,2018-03-31,Mujeres,33.7
Álvaro Obregón,2018-06-30,Hombres,36.1
Álvaro Obregón,2018-06-30,Mujeres,40.7
Álvaro Obregón,2018-09-30,Hombres,36.5
Álvaro Obregón,2018-09-30,Mujeres,40.0
Álvaro Obregón,2018-12-31,Hombres,29.3
Álvaro Obregón,2018-12-31,Mujeres,49.8
Álvaro Obregón,2019-03-31,Hombres,32.7
Álvaro Obregón,2019-03-31,Mujeres,42.4
Álvaro Obregón,2019-06-30,Hombres,22.8
Álvaro Obregón,2019-06-30,Mujeres,38.4
Álvaro Obregón,2019-09-30,Hombres,25.8
Álvaro Obregón,2019-09-30,Mujeres,42.8
Álvaro Obregón,2019-12-31,Hombres,32.5
Álvaro Obregón,2019-12-31,Mujeres,44.6
Álvaro Obregón,2020-09-30,Hombres,23.0
Álvaro Obregón,2020-09-30,Mujeres,36.5
Álvaro Obregón,2020-12-31,Hombres,24.3
Álvaro Obregón,2020-12-31,Mujeres,40.4
Álvaro Obregón,2021-06-30,Hombres,30.3
Álvaro Obregón,2021-06-30,Mujeres,36.9
Álvaro Obregón,2021-09-30,Hombres,30.4
Álvaro Obregón,2021-09-30,Mujeres,33.3
Álvaro Obregón,2021-12-31,Hombres,29.8
Álvaro Obregón,2021-12-31,Mujeres,37.2
Álvaro Obregón,2022-03-31,Hombres,19.3
Álvaro Obregón,2022-03-31,Mujeres,32.8
Álvaro Obregón,2022-06-30,Hombres,25.1
Álvaro Obregón,2022-06-30,Mujeres,37.1
Álvaro Obregón,2022-09-30,Hombres,26.4
Álvaro Obregón,2022-09-30,Mujeres,33.7
Álvaro Obregón,2022-12-31,Hombres,22.5
Álvaro Obregón,2022-12-31,Mujeres,31.2
Álvaro Obregón,2023-03-31,Hombres,22.0
Álvaro Obregón,2023-03-31,Mujeres,27.1
Álvaro Obregón,2023-06-30,Hombres,25.7
Álvaro Obregón,2023-06-30,Mujeres,29.7
Álvaro Obregón,2023-09-30,Hombres,25.0
Álvaro Obregón,2023-09-30,Mujeres,32.3
Álvaro Obregón,2023-12-31,Hombres,28.4
Álvaro Obregón,2023-12-31,Mujeres,31.9
Álvaro Obregón,2024-03-31,Hombres,23.7
Álvaro Obregón,2024-03-31,Mujeres,29.7
Álvaro Obregón,2024-06-30,Hombres,18.6
Álvaro Obregón,2024-06-30,Mujeres,28.3
Álvaro Obregón,2024-09-30,Hombres,16.2
Álvaro Obregón,2024-09-30,Mujeres,25.3
Iztacalco,2017-03-31,Hombres,50.4
Iztacalco,2017-03-31,Mujeres,44.4
Iztacalco,2017-06-30,Hombres,42.2
Iztacalco,2017-06-30,Mujeres,41.5
Iztacalco,2017-09-30,Hombres,52.3
Iztacalco,2017-09-30,Mujeres,45.8
Iztacalco,2017-12-31,Hombres,48.1
Iztacalco,2017-12-31,Mujeres,32.3
Iztacalco,2018-03-31,Hombres,39.2
Iztacalco,2018-03-31,Mujeres,45.1
Iztacalco,2018-06-30,Hombres,37.4
Iztacalco,2018-06-30,Mujeres,34.6
Iztacalco,2018-09-30,Hombres,26.4
Iztacalco,2018-09-30,Mujeres,42.7
Iztacalco,2018-12-31,Hombres,29.7
Iztacalco,2018-12-31,Mujeres,50.5
Iztacalco,2019-03-31,Hombres,26.5
Iztacalco,2019-03-31,Mujeres,46.6
Iztacalco,2019-06-30,Hombres,34.3
Iztacalco,2019-06-30,Mujeres,59.8
Iztacalco,2019-09-30,Hombres,29.6
Iztacalco,2019-09-30,Mujeres,41.1
Iztacalco,2019-12-31,Hombres,36.1
Iztacalco,2019-12-31,Mujeres,37.1
Iztacalco,2020-09-30,Hombres,33.0
Iztacalco,2020-09-30,Mujeres,38.6
Iztacalco,2020-12-31,Hombres,32.4
Iztacalco,2020-12-31,Mujeres,35.7
Iztacalco,2021-06-30,Hombres,24.7
Iztacalco,2021-06-30,Mujeres,40.3
Iztacalco,2021-09-30,Hombres,24.2
Iztacalco,2021-09-30,Mujeres,36.7
Iztacalco,2021-12-31,Hombres,25.1
Iztacalco,2021-12-31,Mujeres,38.9
Iztacalco,2022-03-31,Hombres,21.5
Iztacalco,2022-03-31,Mujeres,34.6
Iztacalco,2022-06-30,Hombres,22.7
Iztacalco,2022-06-30,Mujeres,42.2
Iztacalco,2022-09-30,Hombres,24.8
Iztacalco,2022-09-30,Mujeres,35.3
Iztacalco,2022-12-31,Hombres,27.0
Iztacalco,2022-12-31,Mujeres,39.7
Iztacalco,2023-03-31,Hombres,26.3
Iztacalco,2023-03-31,Mujeres,39.3
Iztacalco,2023-06-30,Hombres,27.8
Iztacalco,2023-06-30,Mujeres,37.3
Iztacalco,2023-09-30,Hombres,25.9
Iztacalco,2023-09-30,Mujeres,32.9
Iztacalco,2023-12-31,Hombres,19.9
Iztacalco,2023-12-31,Mujeres,32.1
Iztacalco,2024-03-31,Hombres,23.7
Iztacalco,2024-03-31,Mujeres,28.9
Iztacalco,2024-06-30,Hombres,25.8
Iztacalco,2024-06-30,Mujeres,31.1
Iztacalco,2024-09-30,Hombres,22.9
Iztacalco,2024-09-30,Mujeres,28.5
Magdalena Contreras,2017-03-31,Hombres,29.2
Magdalena Contreras,2017-03-31,Mujeres,24.8
Magdalena Contreras,2017-06-30,Hombres,35.3
Magdalena Contreras,2017-06-30,Mujeres,36.7
Magdalena Contreras,2017-09-30,Hombres,28.4
Magdalena Contreras,2017-09-30,Mujeres,43.4
Magdalena Contreras,2017-12-31,Hombres,28.5
Magdalena Contreras,2017-12-31,Mujeres,56.5
Magdalena Contreras,2018-03-31,Hombres,33.2
Magdalena Contreras,2018-03-31,Mujeres,41.2
Magdalena Contreras,2018-06-30,Hombres,28.0
Magdalena Contreras,2018-06-30,Mujeres,44.5
Magdalena Contreras,2018-09-30,Hombres,34.6
Magdalena Contreras,2018-09-30,Mujeres,39.7
Magdalena Contreras,2018-12-31,Hombres,38.8
Magdalena Contreras,2018-12-31,Mujeres,48.5
Magdalena Contreras,2019-03-31,Hombres,44.9
Magdalena Contreras,2019-03-31,Mujeres,50.1
Magdalena Contreras,2019-06-30,Hombres,34.3
Magdalena Contreras,2019-06-30,Mujeres,48.7
Magdalena Contreras,2019-09-30,Hombres,31.3
Magdalena Contreras,2019-09-30,Mujeres,34.1
Magdalena Contreras,2019-12-31,Hombres,25.1
Magdalena Contreras,2019-12-31,Mujeres,37.4
Magdalena Contreras,2020-09-30,Hombres,29.0
Magdalena Contreras,2020-09-30,Mujeres,34.8
Magdalena Contreras,2020-12-31,Hombres,26.4
Magdalena Contreras,2020-12-31,Mujeres,34.8
Magdalena Contreras,2021-06-30,Hombres,25.2
Magdalena Contreras,2021-06-30,Mujeres,38.6
Magdalena Contreras,2021-09-30,Hombres,20.5
Magdalena Contreras,2021-09-30,Mujeres,35.1
Magdalena Contreras,2021-12-31,Hombres,27.3
Magdalena Contreras,2021-12-31,Mujeres,38.9
Magdalena Contreras,2022-03-31,Hombres,26.0
Magdalena Contreras,2022-03-31,Mujeres,37.8
Magdalena Contreras,2022-06-30,Hombres,23.5
Magdalena Contreras,2022-06-30,Mujeres,33.8
Magdalena Contreras,2022-09-30,Hombres,22.0
Magdalena Contreras,2022-09-30,Mujeres,28.8
Magdalena Contreras,2022-12-31,Hombres,22.2
Magdalena Contreras,2022-12-31,Mujeres,29.4
Magdalena Contreras,2023-03-31,Hombres,21.6
Magdalena Contreras,2023-03-31,Mujeres,30.9
Magdalena Contreras,2023-06-30,Hombres,19.4
Magdalena Contreras,2023-06-30,Mujeres,32.5
Magdalena Contreras,2023-09-30,Hombres,23.6
Magdalena Contreras,2023-09-30,Mujeres,33.5
Magdalena Contreras,2023-12-31,Hombres,17.8
Magdalena Contreras,2023-12-31,Mujeres,35.6
Magdalena Contreras,2024-03-31,Hombres,26.3
Magdalena Contreras,2024-03-31,Mujeres,34.8
Magdalena Contreras,2024-06-30,Hombres,20.0
Magdalena Contreras,2024-06-30,Mujeres,23.0
Magdalena Contreras,2024-09-30,Hombres,17.6
Magdalena Contreras,2024-09-30,Mujeres,28.2
Gustavo A. Madero,2017-03-31,Hombres,34.1
Gustavo A. Madero,2017-03-31,Mujeres,45.9
Gustavo A. Madero,2017-06-30,Hombres,34.2
Gustavo A. Madero,2017-06-30,Mujeres,46.3
Gustavo A. Madero,2017-09-30,Hombres,39.4
Gustavo A. Madero,2017-09-30,Mujeres,44.2
Gustavo A. Madero,2017-12-31,Hombres,35.3
Gustavo A. Madero,2017-12-31,Mujeres,43.2
Gustavo A. Madero,2018-03-31,Hombres,36.3
Gustavo A. Madero,2018-03-31,Mujeres,46.2
Gustavo A. Madero,2018-06-30,Hombres,48.6
Gustavo A. Madero,2018-06-30,Mujeres,43.0
Gustavo A. Madero,2018-09-30,Hombres,42.4
Gustavo A. Madero,2018-09-30,Mujeres,43.1
Gustavo A. Madero,2018-12-31,Hombres,41.8
Gustavo A. Madero,2018-12-31,Mujeres,39.7
Gustavo A. Madero,2019-03-31,Hombres,38.2
Gustavo A. Madero,2019-03-31,Mujeres,42.9
Gustavo A. Madero,2019-06-30,Hombres,36.3
Gustavo A. Madero,2019-06-30,Mujeres,37.1
Gustavo A. Madero,2019-09-30,Hombres,30.5
Gustavo A. Madero,2019-09-30,Mujeres,43.0
Gustavo A. Madero,2019-12-31,Hombres,30.9
Gustavo A. Madero,2019-12-31,Mujeres,42.3
Gustavo A. Madero,2020-09-30,Hombres,27.0
Gustavo A. Madero,2020-09-30,Mujeres,43.9
Gustavo A. Madero,2020-12-31,Hombres,30.1
Gustavo A. Madero,2020-12-31,Mujeres,48.8
Gustavo A. Madero,2021-06-30,Hombres,28.5
Gustavo A. Madero,2021-06-30,Mujeres,38.0
Gustavo A. Madero,2021-09-30,Hombres,23.4
Gustavo A. Madero,2021-09-30,Mujeres,38.5
Gustavo A. Madero,2021-12-31,Hombres,21.0
Gustavo A. Madero,2021-12-31,Mujeres,37.5
Gustavo A. Madero,2022-03-31,Hombres,21.4
Gustavo A. Madero,2022-03-31,Mujeres,32.5
Gustavo A. Madero,2022-06-30,Hombres,24.8
Gustavo A. Madero,2022-06-30,Mujeres,37.0
Gustavo A. Madero,2022-09-30,Hombres,21.0
Gustavo A. Madero,2022-09-30,Mujeres,35.4
Gustavo A. Madero,2022-12-31,Hombres,28.6
Gustavo A. Madero,2022-12-31,Mujeres,33.4
Gustavo A. Madero,2023-03-31,Hombres,26.1
Gustavo A. Madero,2023-03-31,Mujeres,34.1
Gustavo A. Madero,2023-06-30,Hombres,21.2
Gustavo A. Madero,2023-06-30,Mujeres,33.1
Gustavo A. Madero,2023-09-30,Hombres,23.0
Gustavo A. Madero,2023-09-30,Mujeres,32.3
Gustavo A. Madero,2023-12-31,Hombres,23.9
Gustavo A. Madero,2023-12-31,Mujeres,36.8
Gustavo A. Madero,2024-03-31,Hombres,19.5
Gustavo A. Madero,2024-03-31,Mujeres,34.9
Gustavo A. Madero,2024-06-30,Hombres,20.3
Gustavo A. Madero,2024-06-30,Mujeres,32.5
Gustavo A. Madero,2024-09-30,Hombres,22.7
Gustavo A. Madero,2024-09-30,Mujeres,33.6
Venustiano Carranza,2017-03-31,Hombres,41.3
Venustiano Carranza,2017-03-31,Mujeres,41.0
Venustiano Carranza,2017-06-30,Hombres,46.6
Venustiano Carranza,2017-06-30,Mujeres,32.0
Venustiano Carranza,2017-09-30,Hombres,43.1
Venustiano Carranza,2017-09-30,Mujeres,39.9
Venustiano Carranza,2017-12-31,Hombres,41.3
Venustiano Carranza,2017-12-31,Mujeres,48.0
Venustiano Carranza,2018-03-31,Hombres,31.8
Venustiano Carranza,2018-03-31,Mujeres,50.5
Venustiano Carranza,2018-06-30,Hombres,37.2
Venustiano Carranza,2018-06-30,Mujeres,58.5
Venustiano Carranza,2018-09-30,Hombres,33.6
Venustiano Carranza,2018-09-30,Mujeres,41.8
Venustiano Carranza,2018-12-31,Hombres,35.8
Venustiano Carranza,2018-12-31,Mujeres,49.2
Venustiano Carranza,2019-03-31,Hombres,25.0
Venustiano Carranza,2019-03-31,Mujeres,39.0
Venustiano Carranza,2019-06-30,Hombres,30.3
Venustiano Carranza,2019-06-30,Mujeres,45.2
Venustiano Carranza,2019-09-30,Hombres,31.5
Venustiano Carranza,2019-09-30,Mujeres,39.9
Venustiano Carranza,2019-12-31,Hombres,26.6
Venustiano Carranza,2019-12-31,Mujeres,35.9
Venustiano Carranza,2020-09-30,Hombres,24.5
Venustiano Carranza,2020-09-30,Mujeres,39.4
Venustiano Carranza,2020-12-31,Hombres,25.5
Venustiano Carranza,2020-12-31,Mujeres,39.8
Venustiano Carranza,2021-06-30,Hombres,23.2
Venustiano Carranza,2021-06-30,Mujeres,36.6
Venustiano Carranza,2021-09-30,Hombres,23.0
Venustiano Carranza,2021-09-30,Mujeres,34.4
Venustiano Carranza,2021-12-31,Hombres,23.1
Venustiano Carranza,2021-12-31,Mujeres,29.7
Venustiano Carranza,2022-03-31,Hombres,18.3
Venustiano Carranza,2022-03-31,Mujeres,32.9
Venustiano Carranza,2022-06-30,Hombres,21.2
Venustiano Carranza,2022-06-30,Mujeres,31.8
Venustiano Carranza,2022-09-30,Hombres,19.5
Venustiano Carranza,2022-09-30,Mujeres,27.0
Venustiano Carranza,2022-12-31,Hombres,20.9
Venustiano Carranza,2022-12-31,Mujeres,22.8
Venustiano Carranza,2023-03-31,Hombres,19.0
Venustiano Carranza,2023-03-31,Mujeres,21.6
Venustiano Carranza,2023-06-30,Hombres,17.0
Venustiano Carranza,2023-06-30,Mujeres,32.5
Venustiano Carranza,2023-09-30,Hombres,24.4
Venustiano Carranza,2023-09-30,Mujeres,30.5
Venustiano Carranza,2023-12-31,Hombres,26.6
Venustiano Carranza,2023-12-31,Mujeres,28.2
Venustiano Carranza,2024-03-31,Hombres,19.3
Venustiano Carranza,2024-03-31,Mujeres,28.4
Venustiano Carranza,2024-06-30,Hombres,19.6
Venustiano Carranza,2024-06-30,Mujeres,29.9
Venustiano Carranza,2024-09-30,Hombres,19.9
Venustiano Carranza,2024-09-30,Mujeres,30.0
